tab	magic_measurements
er_specimen_name	er_sample_name	er_site_name	er_location_name	magic_experiment_name	measurement_number	treatment_ac_field	measurement_magn_moment	measurement_csd	measurement_inc	measurement_positions	measurement_flag	measurement_sd_x	treatment_dc_field_theta	treatment_dc_field	magic_software_packages	measurement_dec	magic_instrument_codes	measurement_sd_z	treatment_temp	measurement_standard	measurement_description	measurement_sd_y	er_citation_names	er_analyst_mail_names	magic_method_codes	measurement_temp	treatment_dc_field_phi
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	5	0	1.05e-06	1.9	-51.0	1	g	1.89e-08		0	pmagpy-3.2.1	043.6	hargrave 2014-10-27 16:21:23	7.43e-09	473.0			2.78e-08	This study		LT-T-Z:LP-DIR-T	273	
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	6	0	7.52e-07	3.7	-51.0	1	g	3.14e-08		0	pmagpy-3.2.1	045.6	hargrave 2014-10-28 13:44:04	6.48e-09	523.0			3.76e-08	This study		LT-T-Z:LP-DIR-T	273	
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	7	0	4.57e-07	2.5	-50.2	1	g	1.28e-08		0	pmagpy-3.2.1	050.3	hargrave 2014-10-28 20:41:45	3.34e-09	573.0			1.47e-08	This study		LT-T-Z:LP-DIR-T	273	
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	8	0	2.19e-07	2.4	-48.8	1	g	6.51e-09		0	pmagpy-3.2.1	051.3	hargrave 2014-10-29 20:54:34	1.26e-09	623.0			6.53e-09	This study		LT-T-Z:LP-DIR-T	273	
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	9	0	1.67e-07	2.5	-48.1	1	g	5.32e-09		0	pmagpy-3.2.1	053.2	hargrave 2014-11-03 17:14:38	1.13e-09	673.0			4.98e-09	This study		LT-T-Z:LP-DIR-T	273	
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	10	0	1.38e-07	0.8	-47.3	1	g	1.25e-09		0	pmagpy-3.2.1	053.9	hargrave 2014-11-04 12:05:10	7.89e-10	698.0			1.53e-09	This study		LT-T-Z:LP-DIR-T	273	
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	11	0	1.18e-07	1.7	-45.6	1	g	2.22e-09		0	pmagpy-3.2.1	057.1	hargrave 2014-11-10 12:54:47	7.35e-10	723.0			2.76e-09	This study		LT-T-Z:LP-DIR-T	273	
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	12	0	9.94e-08	1.9	-42.6	1	g	2.09e-09		0	pmagpy-3.2.1	059.6	hargrave 2014-11-10 22:13:28	9.36e-10	748.0			2.36e-09	This study		LT-T-Z:LP-DIR-T	273	
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	13	0	8.35e-08	3.4	-40.9	1	g	3.95e-09		0	pmagpy-3.2.1	065.7	hargrave 2014-11-13 11:47:43	8.86e-10	773.0			2.99e-09	This study		LT-T-Z:LP-DIR-T	273	
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	14	0	7.25e-08	3.0	-38.7	1	g	3.33e-09		0	pmagpy-3.2.1	067.1	hargrave 2014-11-17 17:28:20	5.83e-10	788.0			1.73e-09	This study		LT-T-Z:LP-DIR-T	273	
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	15	0	6.70e-08	0.7	-37.4	1	g	6.35e-10		0	pmagpy-3.2.1	068.7	hargrave 2014-11-24 18:19:01	5.21e-10	803.0			3.52e-10	This study		LT-T-Z:LP-DIR-T	273	
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	16	0	6.56e-08	0.5	-36.7	1	g	4.17e-10		0	pmagpy-3.2.1	069.2	hargrave 2014-12-01 17:00:52	4.84e-10	818.0			3.27e-10	This study		LT-T-Z:LP-DIR-T	273	
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	17	0	6.27e-08	1.5	-35.7	1	g	1.61e-09		0	pmagpy-3.2.1	070.3	hargrave 2014-12-02 00:46:50	4.23e-10	823.0			3.20e-10	This study		LT-T-Z:LP-DIR-T	273	
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	18	0	5.59e-08	0.9	-33.0	1	g	6.98e-10		0	pmagpy-3.2.1	073.5	hargrave 2014-12-05 13:42:16	4.07e-10	828.0			6.07e-10	This study		LT-T-Z:LP-DIR-T	273	
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	19	0	5.14e-08	1.3	-33.1	1	g	1.15e-09		0	pmagpy-3.2.1	075.5	hargrave 2014-12-06 11:59:31	3.89e-10	833.0			2.40e-10	This study		LT-T-Z:LP-DIR-T	273	
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	20	0	4.91e-08	0.7	-32.9	1	g	5.60e-10		0	pmagpy-3.2.1	072.8	hargrave 2014-12-08 15:20:12	3.15e-10	838.0			1.65e-10	This study		LT-T-Z:LP-DIR-T	273	
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	21	0	4.54e-08	1.0	-34.0	1	g	7.54e-10		0	pmagpy-3.2.1	074.5	hargrave 2014-12-08 22:13:06	2.57e-10	843.0			2.71e-10	This study		LT-T-Z:LP-DIR-T	273	
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	22	0	4.43e-08	1.5	-32.9	1	g	1.14e-09		0	pmagpy-3.2.1	078.8	hargrave 2015-01-12 11:03:59	3.74e-10	846.0			3.39e-10	This study		LT-T-Z:LP-DIR-T	273	
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	23	0	4.29e-08	0.8	-32.8	1	g	5.72e-10		0	pmagpy-3.2.1	076.7	hargrave 2015-01-14 14:21:59	2.92e-10	849.0			2.38e-10	This study		LT-T-Z:LP-DIR-T	273	
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	24	0	4.17e-08	1.5	-32.4	1	g	1.05e-09		0	pmagpy-3.2.1	077.3	hargrave 2015-01-15 14:36:53	2.36e-10	852.0			2.78e-10	This study		LT-T-Z:LP-DIR-T	273	
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	25	0	4.07e-08	3.4	-31.8	1	g	2.34e-09		0	pmagpy-3.2.1	080.0	hargrave 2015-01-18 12:59:19	3.76e-10	855.0			5.23e-10	This study		LT-T-Z:LP-DIR-T	273	
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	26	0	3.86e-08	1.0	-31.2	1	g	5.81e-10		0	pmagpy-3.2.1	079.6	hargrave 2015-01-20 12:17:56	3.20e-10	858.0			4.01e-10	This study		LT-T-Z:LP-DIR-T	273	
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	27	0	3.77e-08	4.5	-30.8	1	g	2.90e-09		0	pmagpy-3.2.1	078.9	hargrave 2015-02-10 17:25:23	1.58e-10	863.0			7.32e-10	This study		LT-T-Z:LP-DIR-T	273	
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	28	0	3.17e-08	1.1	-27.2	1	g	5.51e-10		0	pmagpy-3.2.1	084.8	hargrave 2015-02-11 17:23:32	2.06e-10	883.0			3.69e-10	This study		LT-T-Z:LP-DIR-T	273	
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	29	0	2.74e-08	1.3	-20.5	1	g	5.27e-10		0	pmagpy-3.2.1	089.5	hargrave 2015-02-12 15:35:25	2.97e-10	903.0			2.18e-10	This study		LT-T-Z:LP-DIR-T	273	
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	30	0	2.51e-08	1.4	-19.7	1	g	4.37e-10		0	pmagpy-3.2.1	091.4	hargrave 2015-02-13 17:51:30	3.72e-10	923.0			5.53e-10	This study		LT-T-Z:LP-DIR-T	273	
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	31	0	2.19e-08	1.8	-18.5	1	g	6.58e-10		0	pmagpy-3.2.1	094.7	hargrave 2015-02-17 11:27:15	2.26e-10	933.0			3.33e-10	This study		LT-T-Z:LP-DIR-T	273	
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	32	0	1.42e-08	1.9	-20.2	1	g	3.92e-10		0	pmagpy-3.2.1	088.9	hargrave 2015-02-18 09:45:10	2.69e-10	943.0			2.31e-10	This study		LT-T-Z:LP-DIR-T	273	
Z35.2a	Z35.2	Z35.	locale	Z35.2a:LP-DIR-T	33	0	3.86e-09	2.0	-28.3	1	g	1.27e-10		0	pmagpy-3.2.1	086.8	hargrave 2015-02-19 12:53:47	2.48e-11	953.0			7.04e-11	This study		LT-T-Z:LP-DIR-T	273	
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	1	0	1.20e-06	0.8	-72.0	1	g	1.31e-08		0	pmagpy-3.2.1	200.8		6.25e-09	273			1.04e-08	This study		LT-NO:LP-DIR-T	273	
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	2	0	1.24e-06	0.8	-71.7	1	g	1.64e-08		0	pmagpy-3.2.1	204.4		7.00e-09	77			6.09e-09	This study		LT-LT-Z:LP-DIR-T	273	
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	3	0	1.41e-06	1.4	-71.4	1	g	2.89e-08		0	pmagpy-3.2.1	204.2		9.78e-09	373.0			1.53e-08	This study		LT-T-Z:LP-DIR-T	273	
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	4	0	1.20e-06	0.8	-71.2	1	g	1.59e-08		0	pmagpy-3.2.1	203.4	hargrave 2014-10-22 15:56:39	4.70e-09	423.0			6.67e-09	This study		LT-T-Z:LP-DIR-T	273	
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	5	0	1.09e-06	0.8	-71.6	1	g	1.43e-08		0	pmagpy-3.2.1	204.3	hargrave 2014-10-27 16:23:12	5.22e-09	473.0			6.07e-09	This study		LT-T-Z:LP-DIR-T	273	
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	6	0	8.29e-07	1.9	-70.9	1	g	3.76e-09		0	pmagpy-3.2.1	206.4	hargrave 2014-10-28 13:46:02	4.05e-09	523.0			2.68e-08	This study		LT-T-Z:LP-DIR-T	273	
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	7	0	4.91e-07	0.6	-71.1	1	g	1.91e-09		0	pmagpy-3.2.1	216.7	hargrave 2014-10-28 20:43:28	1.42e-09	573.0			4.95e-09	This study		LT-T-Z:LP-DIR-T	273	
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	8	0	2.37e-07	0.5	-70.3	1	g	1.74e-09		0	pmagpy-3.2.1	220.4	hargrave 2014-10-29 20:56:10	6.53e-10	623.0			1.44e-09	This study		LT-T-Z:LP-DIR-T	273	
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	9	0	1.75e-07	0.4	-69.3	1	g	1.13e-09		0	pmagpy-3.2.1	223.1	hargrave 2014-11-03 17:16:16	4.59e-10	673.0			9.03e-10	This study		LT-T-Z:LP-DIR-T	273	
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	10	0	1.47e-07	0.5	-67.9	1	g	6.97e-10		0	pmagpy-3.2.1	226.1	hargrave 2014-11-04 12:06:45	4.77e-10	698.0			1.14e-09	This study		LT-T-Z:LP-DIR-T	273	
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	11	0	1.27e-07	0.4	-67.4	1	g	6.41e-10		0	pmagpy-3.2.1	232.2	hargrave 2014-11-10 12:56:31	6.52e-10	723.0			6.21e-10	This study		LT-T-Z:LP-DIR-T	273	
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	12	0	1.08e-07	1.6	-66.4	1	g	2.75e-09		0	pmagpy-3.2.1	237.0	hargrave 2014-11-10 22:15:06	9.05e-10	748.0			5.24e-10	This study		LT-T-Z:LP-DIR-T	273	
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	13	0	9.09e-08	2.9	-66.3	1	g	4.51e-09		0	pmagpy-3.2.1	239.9	hargrave 2014-11-13 11:49:17	1.10e-09	773.0			7.52e-10	This study		LT-T-Z:LP-DIR-T	273	
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	14	0	7.92e-08	1.9	-63.3	1	g	2.47e-09		0	pmagpy-3.2.1	241.3	hargrave 2014-11-17 17:29:58	5.60e-10	788.0			5.09e-10	This study		LT-T-Z:LP-DIR-T	273	
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	15	0	7.32e-08	1.3	-62.2	1	g	7.70e-10		0	pmagpy-3.2.1	243.8	hargrave 2014-11-24 18:20:46	4.71e-10	803.0			1.38e-09	This study		LT-T-Z:LP-DIR-T	273	
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	16	0	7.02e-08	1.2	-60.5	1	g	6.63e-10		0	pmagpy-3.2.1	246.2	hargrave 2014-12-01 17:02:30	7.77e-10	818.0			1.03e-09	This study		LT-T-Z:LP-DIR-T	273	
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	17	0	6.62e-08	1.3	-60.8	1	g	1.21e-09		0	pmagpy-3.2.1	243.9	hargrave 2014-12-02 00:48:29	7.28e-10	823.0			6.15e-10	This study		LT-T-Z:LP-DIR-T	273	
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	18	0	5.84e-08	1.6	-59.4	1	g	1.46e-09		0	pmagpy-3.2.1	249.4	hargrave 2014-12-05 13:44:45	5.85e-10	828.0			4.57e-10	This study		LT-T-Z:LP-DIR-T	273	
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	19	0	5.23e-08	1.0	-58.2	1	g	3.22e-10		0	pmagpy-3.2.1	250.2	hargrave 2014-12-06 12:02:05	5.62e-10	833.0			7.19e-10	This study		LT-T-Z:LP-DIR-T	273	
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	20	0	4.87e-08	1.3	-57.9	1	g	4.54e-10		0	pmagpy-3.2.1	253.2	hargrave 2014-12-08 15:22:41	7.35e-10	838.0			7.20e-10	This study		LT-T-Z:LP-DIR-T	273	
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	21	0	4.64e-08	1.4	-57.3	1	g	3.61e-10		0	pmagpy-3.2.1	254.6	hargrave 2014-12-08 22:14:48	7.55e-10	843.0			7.83e-10	This study		LT-T-Z:LP-DIR-T	273	
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	22	0	4.28e-08	3.2	-55.6	1	g	2.27e-09		0	pmagpy-3.2.1	256.1	hargrave 2015-01-12 11:05:30	6.24e-10	846.0			4.78e-10	This study		LT-T-Z:LP-DIR-T	273	
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	23	0	4.12e-08	1.4	-56.1	1	g	7.39e-10		0	pmagpy-3.2.1	254.4	hargrave 2015-01-14 14:23:37	5.87e-10	849.0			5.21e-10	This study		LT-T-Z:LP-DIR-T	273	
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	24	0	3.81e-08	2.0	-56.3	1	g	1.04e-09		0	pmagpy-3.2.1	252.7	hargrave 2015-01-15 14:38:32	6.97e-10	852.0			5.00e-10	This study		LT-T-Z:LP-DIR-T	273	
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	25	0	3.78e-08	2.2	-55.3	1	g	1.22e-09		0	pmagpy-3.2.1	258.8	hargrave 2015-01-18 13:00:44	3.84e-10	855.0			7.83e-10	This study		LT-T-Z:LP-DIR-T	273	
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	26	0	3.42e-08	2.5	-56.0	1	g	1.36e-09		0	pmagpy-3.2.1	260.1	hargrave 2015-01-20 12:19:24	2.67e-10	858.0			5.92e-10	This study		LT-T-Z:LP-DIR-T	273	
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	27	0	3.33e-08	1.7	-56.2	1	g	5.62e-10		0	pmagpy-3.2.1	257.0	hargrave 2015-02-10 17:27:18	5.78e-10	863.0			6.74e-10	This study		LT-T-Z:LP-DIR-T	273	
Z35.3a	Z35.3	Z35.	locale	Z35.3a:LP-DIR-T	28	0	2.76e-08	1.9	-49.2	1	g	2.98e-10		0	pmagpy-3.2.1	264.3	hargrave 2015-02-11 17:25:27	6.94e-10	883.0			6.02e-10	This study		LT-T-Z:LP-DIR-T	273	
