!!SBtab SBtabVersion='1.0' TableType='Quantity'
!QuantityType	!Reaction:SBML:reaction:id	!Compound:SBML:species:id	!Median	!Unit	!Mean	!Std	!logMean	!logStd
standard chemical potential		PEP	-0.00882542804996	kJ/mol	-0.00882542804996	0.763949731204		
concentration		PEP	0.0272259974153	mM	0.0776309420238	0.207293754171	-3.60358297483	1.44761443829
chemical potential		PEP	-8.99688208386	kJ/mol	-8.99688208386	3.68128645378		
standard chemical potential		Pyr	-0.0920917836641	kJ/mol	-0.0920917836641	0.853600817699		
concentration		Pyr	0.0410887272798	mM	0.11660926939	0.30971056652	-3.19202147053	1.4443648844
chemical potential		Pyr	-8.05363173546	kJ/mol	-8.05363173546	3.69306470637		
standard chemical potential		ACA	-0.0975776525746	kJ/mol	-0.0975776525746	0.784352732812		
concentration		ACA	0.937999405322	mM	0.940459389629	0.0681560618986	-0.0640059639614	0.0723761457123
chemical potential		ACA	-0.257221327887	kJ/mol	-0.257221327887	0.804746302303		
standard chemical potential		EtOH	-0.097571924464	kJ/mol	-0.097571924464	0.784589714448		
concentration		EtOH	0.933144901166	mM	0.935618774856	0.0681735317963	-0.0691947834776	0.0727682099076
chemical potential		EtOH	-0.270157553414	kJ/mol	-0.270157553414	0.805195982706		
standard chemical potential		EtOHX	-5.70632891688	kJ/mol	-5.70632891688	46.2851589576		
concentration		EtOHX	0.0234962589951	mM	0.0763205670827	0.235863997424	-3.7509140622	1.53499266491
chemical potential		EtOHX	-15.0618587708	kJ/mol	-15.0618587708	46.4420620232		
standard chemical potential		Glyc	-0.0975473618952	kJ/mol	-0.0975473618952	0.784352734612		
concentration		Glyc	0.932263746142	mM	0.934735340119	0.068109937809	-0.0701395149078	0.072769038049
chemical potential		Glyc	-0.272489339978	kJ/mol	-0.272489339978	0.804965536048		
standard chemical potential		GlycX	-5.70574090401	kJ/mol	-5.70574090401	46.2781675566		
concentration		GlycX	0.0233320282868	mM	0.075787208647	0.23421601347	-3.75792825773	1.5349934891
chemical potential		GlycX	-15.0787655644	kJ/mol	-15.0787655644	46.4350945182		
standard chemical potential		ACAX	-5.70766693877	kJ/mol	-5.70766693877	46.2781674602		
concentration		ACAX	0.0343052060865	mM	0.101142091871	0.28052086855	-3.37245815538	1.47053000973
chemical potential		ACAX	-14.1192520699	kJ/mol	-14.1192520699	46.4221824136		
standard chemical potential		CNX	0.0198883706142	kJ/mol	0.0198883706142	0.724727710952		
concentration		CNX	0.0381632342153	mM	0.109947749001	0.297064110898	-3.26588268192	1.45473890909
chemical potential		CNX	-8.12587621464	kJ/mol	-8.12587621464	3.69072394312		
standard chemical potential		AMP	-877.089451605	kJ/mol	-877.089451605	500.000927305		
concentration		AMP	0.0262235076816	mM	0.0874966870608	0.278519002937	-3.64109903074	1.55238183592
chemical potential		AMP	-886.171080808	kJ/mol	-886.171080808	500.012123146		
standard chemical potential		P	-5.65208023552	kJ/mol	-5.65208023552	46.2795469922		
concentration		P	0.0190974941265	mM	0.0463765076471	0.102629078539	-3.9581981501	1.33209301584
chemical potential		P	-15.5246180615	kJ/mol	-15.5246180615	46.3976906898		
standard chemical potential		CNX0	-0.0308639650723	kJ/mol	-0.0308639650723	0.887588480608		
concentration		CNX0	0.0273104041149	mM	0.0890539566852	0.276395453344	-3.60048754628	1.53751403781
chemical potential		CNX0	-9.01120000301	kJ/mol	-9.01120000301	3.92642101426		
standard chemical potential		GlcX0	-23.9791811695	kJ/mol	-23.9791811695	66.17122104		
concentration		GlcX0	0.0255735167807	mM	0.0836085481429	0.260244158969	-3.66619796372	1.53921307824
chemical potential		GlcX0	-33.1234121306	kJ/mol	-33.1234121306	66.2814206067		
catalytic rate constant geometric mean	vinGlc		9.92179900824	1/s	9.94646015805	0.70172135174	2.29473425649	0.0704623072412
concentration of enzyme	vinGlc		0.0178023103591	mM	0.0260780411323	0.0279149480273	-4.02842703465	0.873802471898
equilibrium constant	vinGlc		0.978854856627	dimensionless	0.999745740428	0.207648470783	-0.021371904208	0.205512103324
substrate catalytic rate constant	vinGlc		10.027347204	1/s	10.1363477112	1.49863118344	2.30531608085	0.147048741264
product catalytic rate constant	vinGlc		10.2439571466	1/s	10.3553122739	1.53100449295	2.32668798506	0.147048741264
forward maximal velocity	vinGlc		0.178509947005	mM/s	0.261610475044	0.280272418062	-1.7231109538	0.874313829028
reverse maximal velocity	vinGlc		0.18236610443	mM/s	0.267261763349	0.286326840149	-1.70173904959	0.874313829028
reaction affinity	vinGlc		0.087802765792	kJ/mol	0.087802765792	5.03600660007		
catalytic rate constant geometric mean	vGlcTrans		9.85820094335	1/s	9.88268015352	0.696881668312	2.28830369186	0.0704280300823
concentration of enzyme	vGlcTrans		0.0175643221698	mM	0.0257291476309	0.0275409333481	-4.04188558383	0.873790367476
equilibrium constant	vGlcTrans		0.977782545222	dimensionless	0.99869195051	0.20763746444	-0.0224679800685	0.20571375421
substrate catalytic rate constant	vGlcTrans		10.1668792155	1/s	10.2773791348	1.51936239951	2.31913530117	0.147037263105
product catalytic rate constant	vGlcTrans		10.3978939543	1/s	10.5109046843	1.5538857867	2.34160328124	0.147037263105
forward maximal velocity	vGlcTrans		0.178574342004	mM/s	0.26170754751	0.280381828231	-1.72275028265	0.87432562939
reverse maximal velocity	vGlcTrans		0.1826319593	mM/s	0.26765414129	0.286752744361	-1.70028230259	0.87432562939
reaction affinity	vGlcTrans		1.01250928803	kJ/mol	1.01250928803	9.9903702947		
catalytic rate constant geometric mean	vHK		9.79456637046	1/s	9.81886431559	0.692050204331	2.28182777992	0.0703943977566
concentration of enzyme	vHK		0.0173278708754	mM	0.0253825179853	0.0271693670667	-4.05543904054	0.873778496328
equilibrium constant	vHK		0.958441671593	dimensionless	0.978845046341	0.203046829729	-0.042446572189	0.205254211767
substrate catalytic rate constant	vHK		10.2125216381	1/s	10.3231518924	1.5235992799	2.32361457897	0.146796119693
product catalytic rate constant	vHK		10.6553397466	1/s	10.770766963	1.58966301764	2.36606115116	0.146796119693
forward maximal velocity	vHK		0.176961256257	mM/s	0.259337373924	0.277830231557	-1.73182446157	0.874298574474
reverse maximal velocity	vHK		0.184634351262	mM/s	0.270582322963	0.289877036643	-1.68937788938	0.874298574474
reaction affinity	vHK		6.63053184154	kJ/mol	6.63053184154	4.64080986598		
catalytic rate constant geometric mean	vPGI		10.5311348086	1/s	10.5572443614	0.74386944419	2.35433608944	0.0703733495908
concentration of enzyme	vPGI		0.0201674336962	mM	0.0295418248683	0.0316210917266	-3.90368616881	0.873771069794
equilibrium constant	vPGI		0.992130954152	dimensionless	1.0132773384	0.210319138037	-0.00790017017606	0.205378369085
substrate catalytic rate constant	vPGI		8.83648074442	1/s	8.93219548656	1.31824410439	2.17888869155	0.14678915681
product catalytic rate constant	vPGI		8.90656692793	1/s	9.0030408276	1.32869970328	2.18678886173	0.14678915681
forward maximal velocity	vPGI		0.178209139521	mM/s	0.261167808111	0.279794511738	-1.72479747727	0.874305829742
reverse maximal velocity	vPGI		0.17962259798	mM/s	0.263239249837	0.282013690398	-1.71689730709	0.874305829742
reaction affinity	vPGI		1.84763594164	kJ/mol	1.84763594164	4.66045781496		
catalytic rate constant geometric mean	vPFK		10.4611024609	1/s	10.4870645564	0.739297727337	2.34766385087	0.0704088035593
concentration of enzyme	vPFK		0.0198877658415	mM	0.0291324779789	0.0311835718334	-3.91765051814	0.873783580447
equilibrium constant	vPFK		0.99312702272	dimensionless	1.01429861419	0.210551101981	-0.00689670497063	0.205397459084
substrate catalytic rate constant	vPFK		8.97369602137	1/s	9.0710189413	1.33957581511	2.19429763372	0.146880672828
product catalytic rate constant	vPFK		9.03579886165	1/s	9.13379530893	1.34884640581	2.20119433869	0.146880672828
forward maximal velocity	vPFK		0.178466765206	mM/s	0.261545631302	0.28019982168	-1.72335288442	0.874307007875
reverse maximal velocity	vPFK		0.179701851951	mM/s	0.263355668831	0.282138956316	-1.71645617945	0.874307007875
reaction affinity	vPFK		0.78002834245	kJ/mol	0.78002834245	5.36148009147		
catalytic rate constant geometric mean	vALD		10.3899599299	1/s	10.4157717753	0.734646827986	2.3408399485	0.0704446698893
concentration of enzyme	vALD		0.0196057520251	mM	0.0287196894428	0.0307423576091	-3.93193228513	0.873796242839
equilibrium constant	vALD		0.988120536912	dimensionless	1.00918648541	0.209495367431	-0.011950587753	0.205402697456
substrate catalytic rate constant	vALD		9.08856246771	1/s	9.18724946584	1.35755871505	2.20701675132	0.146968321929
product catalytic rate constant	vALD		9.19782772264	1/s	9.29770116362	1.37387966785	2.21896733907	0.146968321929
forward maximal velocity	vALD		0.178188102006	mM/s	0.261137329759	0.279762566117	-1.72491553382	0.874307373227
reverse maximal velocity	vALD		0.180330329499	mM/s	0.264276796205	0.283125950394	-1.71296494606	0.874307373227
reaction affinity	vALD		5.45126187566	kJ/mol	5.45126187566	5.53749710079		
catalytic rate constant geometric mean	vTIM		9.91784945486	1/s	9.94224336134	0.697747343673	2.29433610897	0.0700938871783
concentration of enzyme	vTIM		0.0177874821539	mM	0.0260533648146	0.0278826103224	-4.02926031886	0.873672670152
equilibrium constant	vTIM		0.979035394361	dimensionless	0.998412878553	0.199624133057	-0.0211874835184	0.197985359355
substrate catalytic rate constant	vTIM		10.0371964579	1/s	10.1411421681	1.46325640834	2.30629783801	0.143546463979
product catalytic rate constant	vTIM		10.2521282843	1/s	10.3582998393	1.4945898961	2.32748532153	0.143546463979
forward maximal velocity	vTIM		0.17853645287	mM/s	0.261549874282	0.28000817331	-1.72296248086	0.873878928713
reverse maximal velocity	vTIM		0.182359548897	mM/s	0.267150580856	0.286004137259	-1.70177499734	0.873878928713
reaction affinity	vTIM		0.652885964541	kJ/mol	0.652885964541	4.8462954731		
catalytic rate constant geometric mean	vGAPDH		10.2561111151	1/s	10.2812938888	0.720924228525	2.32787373428	0.0700340274491
concentration of enzyme	vGAPDH		0.0190808642831	mM	0.0279472710883	0.0299084613832	-3.95906931613	0.873651642821
equilibrium constant	vGAPDH		0.994658019354	dimensionless	1.01434980708	0.202837079854	-0.00535630004361	0.198010722543
substrate catalytic rate constant	vGAPDH		9.38660050353	1/s	9.48362197149	1.36706237465	2.23928319397	0.1434093012
product catalytic rate constant	vGAPDH		9.4370128435	1/s	9.53455538181	1.37440441645	2.24463949401	0.1434093012
forward maximal velocity	vGAPDH		0.179104450288	mM/s	0.262382278756	0.280899939179	-1.71978612216	0.873880269534
reverse maximal velocity	vGAPDH		0.180066361305	mM/s	0.263791447563	0.282408560242	-1.71442982212	0.873880269534
reaction affinity	vGAPDH		-0.287155396791	kJ/mol	-0.287155396791	5.71968819252		
catalytic rate constant geometric mean	vlpPEP		10.1816538791	1/s	10.2066607515	0.715790126954	2.32058746149	0.0700437082991
concentration of enzyme	vlpPEP		0.0187920986955	mM	0.0275244050039	0.0294560846834	-3.97431877964	0.873655042295
equilibrium constant	vlpPEP		0.994264351683	dimensionless	1.01394701151	0.202749594562	-0.00575216031581	0.198004076859
substrate catalytic rate constant	vlpPEP		9.53876819719	1/s	9.63739194364	1.38943680458	2.25536435733	0.143430606367
product catalytic rate constant	vlpPEP		9.59379483036	1/s	9.69298751114	1.39745209835	2.26111651765	0.143430606367
forward maximal velocity	vlpPEP		0.179253473395	mM/s	0.262600509999	0.281133406066	-1.71895442231	0.873879908576
reverse maximal velocity	vlpPEP		0.180287539317	mM/s	0.26411538295	0.282755190398	-1.71320226199	0.873879908576
reaction affinity	vlpPEP		-0.0290473628909	kJ/mol	-0.0290473628909	5.50871515843		
catalytic rate constant geometric mean	vPK		10.1115837952	1/s	10.1364191668	0.710872649326	2.31368167707	0.0700445481167
concentration of enzyme	vPK		0.0185224472451	mM	0.0271294589954	0.0290334351339	-3.98877191783	0.873655337222
equilibrium constant	vPK		0.995022986069	dimensionless	1.01472052862	0.202903563644	-0.00498944051349	0.198003403181
substrate catalytic rate constant	vPK		9.69077806405	1/s	9.79097602758	1.41159728907	2.27117471825	0.143432421075
product catalytic rate constant	vPK		9.73925044921	1/s	9.83994959378	1.41865796954	2.27616415876	0.143432421075
forward maximal velocity	vPK		0.179496925455	mM/s	0.26295715089	0.281515199745	-1.71759719958	0.873879871759
reverse maximal velocity	vPK		0.180394752652	mM/s	0.264272438498	0.282923313015	-1.71260775907	0.873879871759
reaction affinity	vPK		-0.868591080455	kJ/mol	-0.868591080455	5.48685365964		
catalytic rate constant geometric mean	vPDC		10.0455756506	1/s	10.0702432653	0.706150987176	2.3071323038	0.0700365628649
concentration of enzyme	vPDC		0.0182702884236	mM	0.026760061442	0.0286379814249	-4.00247912198	0.873652533099
equilibrium constant	vPDC		1.00220187085	dimensionless	1.02203188725	0.204315401359	0.00219945028886	0.197955761919
substrate catalytic rate constant	vPDC		9.86903290962	1/s	9.97102259301	1.43719158708	2.28940186583	0.143396512413
product catalytic rate constant	vPDC		9.84735031597	1/s	9.94911592464	1.43403402934	2.28720241554	0.143396512413
forward maximal velocity	vPDC		0.180310077721	mM/s	0.26414776667	0.282788588013	-1.71307725615	0.873877160664
reverse maximal velocity	vPDC		0.179913930481	mM/s	0.263567425238	0.282167292077	-1.71527670644	0.873877160664
reaction affinity	vPDC		-7.79641040757	kJ/mol	-7.79641040757	3.6301377254		
catalytic rate constant geometric mean	vADH		9.86169168029	1/s	9.88506264941	0.680948438004	2.28865772391	0.0688050945959
concentration of enzyme	vADH		0.0175773413613	mM	0.0257354793468	0.0275221800648	-4.04114462903	0.873223807783
equilibrium constant	vADH		0.978957006973	dimensionless	0.993795352544	0.17368502222	-0.0212675526633	0.173456486696
substrate catalytic rate constant	vADH		10.1649398681	1/s	10.2539362447	1.35984020909	2.31894453148	0.13203881446
product catalytic rate constant	vADH		10.3834384919	1/s	10.474347874	1.389070408	2.34021208414	0.13203881446
forward maximal velocity	vADH		0.178672617979	mM/s	0.261450952537	0.279304468256	-1.72220009755	0.872572658844
reverse maximal velocity	vADH		0.182513242876	mM/s	0.267070924131	0.285308206864	-1.70093254489	0.872572658844
reaction affinity	vADH		1.35481752527	kJ/mol	1.35481752527	4.23045062446		
catalytic rate constant geometric mean	vdifEtOH		9.79999833552	1/s	9.82320851274	0.676474732986	2.28238221583	0.0687835100491
concentration of enzyme	vdifEtOH		0.0173479894725	mM	0.0253995135984	0.0271625585464	-4.05427865985	0.873216359263
equilibrium constant	vdifEtOH		0.979990163939	dimensionless	1.00094504675	0.208097216896	-0.0202127441652	0.205705345754
substrate catalytic rate constant	vdifEtOH		10.3139027272	1/s	10.4200404534	1.49872591057	2.33349276444	0.143095451782
product catalytic rate constant	vdifEtOH		10.5244961701	1/s	10.6328010594	1.52932750319	2.3537055086	0.143095451782
forward maximal velocity	vdifEtOH		0.178925475931	mM/s	0.262221434974	0.280930955472	-1.72078589541	0.87432252046
reverse maximal velocity	vdifEtOH		0.182578848763	mM/s	0.267575578432	0.286667117498	-1.70057315125	0.87432252046
reaction affinity	vdifEtOH		-0.877436880593	kJ/mol	-0.877436880593	9.99031812374		
catalytic rate constant geometric mean	voutEtOH		9.73804827417	1/s	9.76108986408	0.671877839915	2.27604071505	0.0687509351986
concentration of enzyme	voutEtOH		0.0171192655891	mM	0.0250643887769	0.0268036788807	-4.06755080702	0.873205122451
equilibrium constant	voutEtOH		0.97848489184	dimensionless	0.999364628276	0.207552982628	-0.0217499323879	0.205496271156
substrate catalytic rate constant	voutEtOH		10.4530357736	1/s	10.5603737085	1.51726601414	2.34689244088	0.142942127017
product catalytic rate constant	voutEtOH		10.6828790723	1/s	10.7925771737	1.55062794203	2.36864237326	0.142942127017
forward maximal velocity	voutEtOH		0.178948295621	mM/s	0.262252047982	0.280958079244	-1.72065836615	0.874310178007
reverse maximal velocity	voutEtOH		0.182883044095	mM/s	0.268018494888	0.287135837852	-1.69890843376	0.874310178007
reaction affinity	voutEtOH		0.462759290679	kJ/mol	0.462759290679	4.76066649139		
catalytic rate constant geometric mean	vlpGlyc		10.3751419399	1/s	10.40060658	0.729141358313	2.33941274698	0.0700197467648
concentration of enzyme	vlpGlyc		0.0195472771252	mM	0.0286302890573	0.0306391585069	-3.93491927973	0.873646628928
equilibrium constant	vlpGlyc		0.999118665119	dimensionless	1.01884308646	0.20344584809	-0.000881723485102	0.197734559948
substrate catalytic rate constant	vlpGlyc		9.16818975437	1/s	9.26278091097	1.33400411878	2.21573985722	0.143279173001
product catalytic rate constant	vlpGlyc		9.17627712748	1/s	9.27095172411	1.33518086025	2.21662158071	0.143279173001
forward maximal velocity	vlpGlyc		0.179213145865	mM/s	0.262537922428	0.281059367036	-1.71917942251	0.873864613673
reverse maximal velocity	vlpGlyc		0.179371231989	mM/s	0.262769510363	0.281307292966	-1.71829769902	0.873864613673
reaction affinity	vlpGlyc		-5.77860620748	kJ/mol	-5.77860620748	5.0500341127		
catalytic rate constant geometric mean	vdifGlyc		10.3066197025	1/s	10.3319219112	0.724408576716	2.33278637836	0.0700276929922
concentration of enzyme	vdifGlyc		0.0192780597989	mM	0.0282360436287	0.0302173884551	-3.9487876277	0.873649418695
equilibrium constant	vdifGlyc		0.980328586022	dimensionless	1.00129200132	0.208175852604	-0.0198674716563	0.20571163829
substrate catalytic rate constant	vdifGlyc		9.21701939637	1/s	9.31588714535	1.36814714435	2.22105170942	0.146078940714
product catalytic rate constant	vdifGlyc		9.40196942922	1/s	9.50282107263	1.39560058113	2.24091918108	0.146078940714
forward maximal velocity	vdifGlyc		0.177686251091	mM/s	0.260405841681	0.278986888596	-1.72773591828	0.874324862814
reverse maximal velocity	vdifGlyc		0.181251728884	mM/s	0.26563118264	0.284585079507	-1.70786844662	0.874324862814
reaction affinity	vdifGlyc		-0.998105494273	kJ/mol	-0.998105494273	9.99042707537		
catalytic rate constant geometric mean	voutGlyc		10.2396736869	1/s	10.2648153956	0.719758656901	2.32626975259	0.0700330471337
concentration of enzyme	voutGlyc		0.0190169176282	mM	0.0278536016245	0.0298082019053	-3.9624262945	0.873651298604
equilibrium constant	voutGlyc		0.978715598894	dimensionless	0.999601569383	0.207608776515	-0.0215141802963	0.205502653435
substrate catalytic rate constant	voutGlyc		9.34449960221	1/s	9.44465100733	1.38647474158	2.23478789236	0.146018203799
product catalytic rate constant	voutGlyc		9.54771704137	1/s	9.65004646703	1.4166267945	2.25630207265	0.146018203799
forward maximal velocity	voutGlyc		0.177703579212	mM/s	0.260428441051	0.279005495998	-1.72763840214	0.874312585018
reverse maximal velocity	voutGlyc		0.181568148513	mM/s	0.266092050996	0.285073106338	-1.70612422185	0.874312585018
reaction affinity	voutGlyc		0.445852497062	kJ/mol	0.445852497062	4.76069109568		
catalytic rate constant geometric mean	vdifACA		10.0919226568	1/s	10.1166880647	0.7091782665	2.31173536694	0.0700139561362
concentration of enzyme	vdifACA		0.0184471506545	mM	0.027018920036	0.0289146301705	-3.99284535649	0.873644596143
equilibrium constant	vdifACA		0.980383175231	dimensionless	1.00134774282	0.208187366124	-0.019811788603	0.205711565206
substrate catalytic rate constant	vdifACA		9.6611435174	1/s	9.76472830999	1.43373831148	2.26811201776	0.146046043033
product catalytic rate constant	vdifACA		9.85445666703	1/s	9.96011412343	1.46242647539	2.28792380636	0.146046043033
forward maximal velocity	vdifACA		0.17822056996	mM/s	0.261188899954	0.279825809329	-1.72473333873	0.874324836547
reverse maximal velocity	vdifACA		0.181786646755	mM/s	0.266415118652	0.28542494037	-1.70492155013	0.874324836547
reaction affinity	vdifACA		-1.05680627543	kJ/mol	-1.05680627543	9.98907632401		
catalytic rate constant geometric mean	voutACA		10.1697224412	1/s	10.1946090965	0.713641048492	2.31941491778	0.0699162762659
concentration of enzyme	voutACA		0.0187460390395	mM	0.0274558698688	0.0293805898358	-3.97677280011	0.87361033052
equilibrium constant	voutACA		0.977960121135	dimensionless	0.998828121569	0.207438856049	-0.0222863857146	0.205493650012
substrate catalytic rate constant	voutACA		9.4850507919	1/s	9.58631313837	1.40451641903	2.24971695834	0.145735432063
product catalytic rate constant	voutACA		9.69881142075	1/s	9.80235587444	1.43616941905	2.27200334406	0.145735432063
forward maximal velocity	voutACA		0.177807132437	mM/s	0.260580037495	0.27916757935	-1.72705584177	0.874311869356
reverse maximal velocity	voutACA		0.18181429753	mM/s	0.266452620985	0.285459062509	-1.70476945605	0.874311869356
reaction affinity	voutACA		1.40536599159	kJ/mol	1.40536599159	4.40104892686		
catalytic rate constant geometric mean	vlacto		9.83163716532	1/s	9.85604726765	0.694958793901	2.28560546814	0.0704234970361
concentration of enzyme	vlacto		0.0174654138534	mM	0.0255842257243	0.0273857346658	-4.04753270485	0.873788767133
equilibrium constant	vlacto		0.985789399324	dimensionless	1.00682951143	0.209125957131	-0.0143125381425	0.205518048347
substrate catalytic rate constant	vlacto		10.2701479683	1/s	10.3816492915	1.53394076775	2.32924143166	0.14695798543
product catalytic rate constant	vlacto		10.4181968029	1/s	10.5313054681	1.55605321868	2.3435539698	0.14695798543
forward maximal velocity	vlacto		0.179372384603	mM/s	0.262874463327	0.281626704954	-1.71829127319	0.874314115945
reverse maximal velocity	vlacto		0.181958118769	mM/s	0.266663917777	0.285686481461	-1.70397873504	0.874314115945
reaction affinity	vlacto		-6.72051022305	kJ/mol	-6.72051022305	5.25053120933		
catalytic rate constant geometric mean	vinCN		9.90400887517	1/s	9.92862440448	0.700443067265	2.29293961206	0.0704603028986
concentration of enzyme	vinCN		0.0177355699956	mM	0.0259802592137	0.027810246246	-4.03218305169	0.873801763939
equilibrium constant	vinCN		0.97985748441	dimensionless	1.0007691287	0.207857826791	-0.020348141964	0.205509002417
substrate catalytic rate constant	vinCN		10.0727885188	1/s	10.1822741873	1.50536046073	2.30983758189	0.147042863572
product catalytic rate constant	vinCN		10.2798505692	1/s	10.3915868882	1.53630551859	2.33018572385	0.147042863572
forward maximal velocity	vinCN		0.178646645826	mM/s	0.261810767894	0.280486913671	-1.7223454698	0.874313643582
reverse maximal velocity	vinCN		0.182319009314	mM/s	0.26719270104	0.286252764442	-1.70199732784	0.874313643582
reaction affinity	vinCN		-0.885323788373	kJ/mol	-0.885323788373	4.92111847901		
catalytic rate constant geometric mean	vstorage		9.21224689922	1/s	9.23498732643	0.6492854568	2.22053378351	0.0702204784457
concentration of enzyme	vstorage		0.0152416808827	mM	0.0223253925001	0.0238946325436	-4.18372144067	0.873717196221
equilibrium constant	vstorage		0.957899634079	dimensionless	0.978266643967	0.202801984892	-0.0430122725971	0.20513053689
substrate catalytic rate constant	vstorage		11.7080383056	1/s	11.8340717692	1.74106783691	2.46027564057	0.146336381825
product catalytic rate constant	vstorage		12.2226148639	1/s	12.3541875872	1.81758899885	2.50328791317	0.146336381825
forward maximal velocity	vstorage		0.178450183616	mM/s	0.261517679458	0.28016255638	-1.7234458001	0.874291038732
reverse maximal velocity	vstorage		0.186293195307	mM/s	0.2730115663	0.29247589874	-1.6804335275	0.874291038732
reaction affinity	vstorage		-7.3599134992	kJ/mol	-7.3599134992	4.58559355251		
catalytic rate constant geometric mean	vconsum		10.9262024147	1/s	10.9515918859	0.747027526095	2.39116379577	0.0681326300301
concentration of enzyme	vconsum		0.0217833503797	mM	0.0318871836987	0.0340880793168	-3.82660934504	0.872992818054
equilibrium constant	vconsum		1.03911920248	dimensionless	1.05477304358	0.183772818688	0.0383734336232	0.172928803821
substrate catalytic rate constant	vconsum		8.32900925571	1/s	8.39980890287	1.09754980787	2.11974451222	0.13011105807
product catalytic rate constant	vconsum		8.01545119734	1/s	8.08358548548	1.05623089752	2.08137107859	0.13011105807
forward maximal velocity	vconsum		0.181433726933	mM/s	0.265484962729	0.283601298892	-1.70686483282	0.872545420437
reverse maximal velocity	vconsum		0.174603381883	mM/s	0.255490382715	0.272924702204	-1.74523826645	0.872545420437
reaction affinity	vconsum		-0.0746592679439	kJ/mol	-0.0746592679439	3.14411060954		
catalytic rate constant geometric mean	vAK		9.90785330116	1/s	9.93247797133	0.700709028936	2.29332770542	0.0704597111783
concentration of enzyme	vAK		0.0177499814192	mM	0.0260013652906	0.0278328294652	-4.03137080987	0.87380155494
equilibrium constant	vAK		0.979316924843	dimensionless	1.00022263627	0.207772462591	-0.0208999658121	0.205536261058
substrate catalytic rate constant	vAK		10.0612819434	1/s	10.1706546697	1.503726441	2.30869458631	0.147050972884
product catalytic rate constant	vAK		10.2737752081	1/s	10.3854578755	1.5354849925	2.32959455212	0.147050972884
forward maximal velocity	vAK		0.178587567548	mM/s	0.261724553663	0.280395283819	-1.72267622356	0.874315244533
